Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Northern New England,Weekly,5/19/2019 0:00,Conventional ,1.42,523635.56,8822.47,451774.36,505.03,62533.7,34351.75,28179.73,2.22
Northern New England,Weekly,5/19/2019 0:00,Organic,1.32,44953.38,732.63,6622.32,0,37598.43,28113.82,9484.61,0
Northern New England,Weekly,5/26/2019 0:00,Conventional ,1.5,557270.74,10387.36,479237.74,324.67,67320.97,34313.14,32334.5,673.33
Northern New England,Weekly,5/26/2019 0:00,Organic,1.66,28856.51,344.83,5569.87,0,22941.81,13294.29,9647.52,0
Northern New England,Weekly,6/2/2019 0:00,Conventional ,1.53,541493.21,8459.71,469902.89,429.3,62701.31,31592.71,26798.6,4310
Northern New England,Weekly,6/2/2019 0:00,Organic,1.66,26824.38,350.95,5597.87,0,20875.56,13279.52,7596.04,0
Northern New England,Weekly,6/9/2019 0:00,Conventional ,1.4,623602.38,7841.22,534293.43,393.94,81073.79,34002.24,45838.22,1233.33
Northern New England,Weekly,6/9/2019 0:00,Organic,1.63,28488.38,250.82,5229.35,0,23008.21,15974.79,7033.42,0
Northern New England,Weekly,6/16/2019 0:00,Conventional ,1.09,804656.45,9099.28,734254.11,331.95,60971.11,26142.25,34732.19,96.67
Northern New England,Weekly,6/16/2019 0:00,Organic,1.64,31110.68,257.2,5539.73,0,25313.75,18071.34,7242.41,0
Northern New England,Weekly,7/14/2019 0:00,Conventional ,1.53,514770.63,6830.87,439518.22,643.94,67777.6,33190.86,30661.19,3925.55
Northern New England,Weekly,7/7/2019 0:00,Conventional ,1.44,570296.29,8184.65,482109.67,401.13,79600.84,32239.36,42994.82,4366.66
Northern New England,Weekly,6/30/2019 0:00,Conventional ,1.4,547314.11,6537.53,419380.41,369.68,121026.49,27195.22,91072.09,2759.18
Northern New England,Weekly,6/23/2019 0:00,Conventional ,1.41,513173.04,6640.25,437697.37,321.5,68513.92,22818.99,42281.84,3413.09
Northern New England,Weekly,7/14/2019 0:00,Organic,1.73,29290.34,349.98,5339.75,0,23600.61,17245.12,6355.49,0
Northern New England,Weekly,7/7/2019 0:00,Organic,1.59,43776.2,558.75,7391.16,0,35826.29,25419.59,10406.7,0
Northern New England,Weekly,6/30/2019 0:00,Organic,1.61,36137.53,303.33,5650.99,0,30183.21,23979.5,6203.71,0
Northern New England,Weekly,6/23/2019 0:00,Organic,1.62,31429.08,260.34,5336.96,0,25831.78,20203.89,5627.89,0
Northern New England,Weekly,7/21/2019 0:00,Conventional ,1.71,487971.27,6150.21,420846.59,385.99,60588.48,20705.46,38699.69,1183.33
Northern New England,Weekly,7/21/2019 0:00,Organic,1.84,33852.55,162.74,4948.27,0,28741.54,22308.6,6432.94,0
Northern New England,Weekly,7/28/2019 0:00,Conventional ,1.74,479853.88,5758.61,408733.26,300.31,65061.7,27980.86,36750.84,330
Northern New England,Weekly,7/28/2019 0:00,Organic,1.67,32569.43,103.89,2644.31,0,29821.23,22816.99,7004.24,0
Northern New England,Weekly,8/4/2019 0:00,Conventional ,1.68,503420.71,7074.48,429563.01,279.93,66503.29,27440.19,36523.1,2540
Northern New England,Weekly,8/4/2019 0:00,Organic,1.57,40387.42,37.74,1411.94,0,38937.74,31942.7,6995.04,0
Northern New England,Weekly,8/11/2019 0:00,Conventional ,1.65,504880.68,6989.73,393894.98,285.94,103710.03,67125.66,33341.04,3243.33
Northern New England,Weekly,8/11/2019 0:00,Organic,1.75,25738.53,43.8,1490.93,0,24203.8,17909.23,6294.57,0
Northern New England,Weekly,9/8/2019 0:00,Conventional ,1.43,484302.61,32440.2,376229.21,292.05,75341.15,26723.09,44964.73,3653.33
Northern New England,Weekly,9/1/2019 0:00,Conventional ,1.41,444799.83,33349.29,346167.99,360.2,64922.35,23983.98,39693.93,1244.44
Northern New England,Weekly,8/25/2019 0:00,Conventional ,1.25,505078.44,44302.53,388026.64,265.63,72483.64,34719.7,35233.94,2530
Northern New England,Weekly,8/18/2019 0:00,Conventional ,1.46,620171.64,44275.36,492495.3,334.01,83066.97,50610.77,28689.53,3766.67
Northern New England,Weekly,9/8/2019 0:00,Organic,1.84,24609.34,44.92,1026.45,0,23537.97,15574.85,7963.12,0
Northern New England,Weekly,9/1/2019 0:00,Organic,1.74,33158.81,82.2,1077.09,0,31999.52,21964.92,10034.6,0
Northern New England,Weekly,8/25/2019 0:00,Organic,1.87,25106.13,57.77,1146.34,0,23902.02,9749.84,14152.18,0
Northern New England,Weekly,8/18/2019 0:00,Organic,1.67,24883.62,36.13,774.96,0,24072.53,8764.18,15308.35,0
Northern New England,Weekly,10/6/2019 0:00,Conventional ,1.09,560440.79,8741.21,509411.27,181.73,42106.58,19337.06,21359.04,1410.48
Northern New England,Weekly,9/29/2019 0:00,Conventional ,1.11,645281.75,12144.9,579532.86,215.53,53388.46,21246.83,30769.34,1372.29
Northern New England,Weekly,9/22/2019 0:00,Conventional ,1.34,463418.19,11439.32,394122.13,184.65,57672.09,23876.26,32533.83,1262
Northern New England,Weekly,9/15/2019 0:00,Conventional ,1.41,458478.76,23909.52,380381.31,147.29,54040.64,23636.23,28777.14,1627.27
Northern New England,Weekly,10/6/2019 0:00,Organic,1.63,18753.23,30.96,565.34,0,18156.93,15233.94,2922.99,0
Northern New England,Weekly,9/29/2019 0:00,Organic,1.71,19015.2,30.22,473.93,0,18511.05,16554.35,1956.7,0
Northern New England,Weekly,9/22/2019 0:00,Organic,1.91,17637.14,26.05,792.78,0,16818.31,10693.86,6124.45,0
Northern New England,Weekly,9/15/2019 0:00,Organic,1.81,18322.08,22.67,793.43,0,17505.98,10084.68,7421.3,0
Northern New England,Weekly,11/3/2019 0:00,Conventional ,1.27,383544.93,7186.49,318689.41,172.92,57496.11,25371.16,31764.85,360.1
Northern New England,Weekly,10/27/2019 0:00,Conventional ,1.29,390385,6844.07,302401.09,158.44,80981.4,20851.66,59637.87,491.87
Northern New England,Weekly,10/20/2019 0:00,Conventional ,1.05,614501.55,8194.29,502492.68,463.42,103351.16,20528.09,81815.74,1007.33
Northern New England,Weekly,10/13/2019 0:00,Conventional ,1.32,371467.96,7198.82,304590.34,177.26,59501.54,21186.14,37047.9,1267.5
Northern New England,Weekly,11/3/2019 0:00,Organic,1.91,19126.11,43.68,594.77,0,18487.66,10243.73,8243.93,0
Northern New England,Weekly,10/27/2019 0:00,Organic,1.84,20456.55,51.49,673.81,0,19731.25,14302.86,5428.39,0
Northern New England,Weekly,10/20/2019 0:00,Organic,1.83,16625.12,29.78,549.31,0,16046.03,12924.45,3121.58,0
Northern New England,Weekly,10/13/2019 0:00,Organic,1.83,17655.79,26.48,548.56,0,17080.75,11341.77,5738.98,0
Northern New England,Weekly,12/1/2019 0:00,Conventional ,1.24,372531,7719,292376,113,72323,28750,42961,612
Northern New England,Weekly,11/24/2019 0:00,Conventional ,1.15,399456,7787,319486,194,71989,19760,51088,1141
Northern New England,Weekly,11/17/2019 0:00,Conventional ,0.96,700739,8961,621301,182,70294,24771,44162,1362
Northern New England,Weekly,11/10/2019 0:00,Conventional ,1.26,426537,7849,344787,149,73751,29811,42798,1143
Northern New England,Weekly,12/1/2019 0:00,Organic,1.87,16871,23,512,0,16336,8658,7678,0
Northern New England,Weekly,11/24/2019 0:00,Organic,1.91,17921,35,509,0,17378,9279,8099,0
Northern New England,Weekly,11/17/2019 0:00,Organic,1.93,16507,30,578,0,15899,8261,7637,0
Northern New England,Weekly,11/10/2019 0:00,Organic,1.93,18696,31,590,0,18076,8956,9119,0
Northern New England,Weekly,12/29/2019 0:00,Conventional ,0.88,603111.24,7748.22,540453.05,104.45,54805.52,20593.2,34068.99,143.33
Northern New England,Weekly,12/22/2019 0:00,Conventional ,1.2,427354.07,8411.03,336328.85,198.19,82416,22753.29,59336.04,326.67
Northern New England,Weekly,12/15/2019 0:00,Conventional ,0.91,676071.84,10280.75,571607.23,260.24,93923.62,24843.28,69014.79,65.55
Northern New England,Weekly,12/8/2019 0:00,Conventional ,1.2,453476.13,8630.98,359853.29,266.2,84725.66,38998.36,45611.68,115.62
Northern New England,Weekly,12/29/2019 0:00,Organic,1.72,18297.75,30.35,505.16,0,17762.24,9526.79,8235.45,0
Northern New England,Weekly,12/22/2019 0:00,Organic,1.89,17804.14,53.31,556.26,0,17194.57,9317.85,7876.72,0
Northern New England,Weekly,12/15/2019 0:00,Organic,1.88,17021.53,45.91,556.97,0,16418.65,8801.04,7617.61,0
Northern New England,Weekly,12/8/2019 0:00,Organic,1.9,20082.66,42.03,611.89,0,19428.74,10106.33,9322.41,0
Northern New England,Weekly,1/26/2020 0:00,Conventional ,1.11,574653.44,10616.87,363518.07,372.69,200145.81,26888.96,172463.52,793.33
Northern New England,Weekly,1/19/2020 0:00,Conventional ,0.92,839194.81,12697.77,683656.47,430.47,142410.1,33420.7,108179.4,810
Northern New England,Weekly,1/12/2020 0:00,Conventional ,1.14,568595.44,8995.86,427426.93,275.58,131897.07,26763.69,104230.04,903.34
Northern New England,Weekly,1/5/2020 0:00,Conventional ,0.83,834766.42,8912.66,709765.25,279.03,115809.48,24697.63,90358.51,753.34
Northern New England,Weekly,1/26/2020 0:00,Organic,1.45,26226.68,81.57,629.41,0,25515.7,18434.97,7080.73,0
Northern New England,Weekly,1/19/2020 0:00,Organic,1.57,22326.48,74.46,577.16,0,21674.86,11156.1,10518.76,0
Northern New England,Weekly,1/12/2020 0:00,Organic,1.5,27335.89,97.73,615.73,0,26622.43,13358.72,13263.71,0
Northern New England,Weekly,1/5/2020 0:00,Organic,1.56,23410.33,41.38,691.26,0,22677.69,11447.53,11230.16,0
Orlando,Weekly,1/7/2019 0:00,Conventional,1.1,520108.57,303030.31,23404.86,4996.14,188677.26,92855.61,95821.65,0
Orlando,Weekly,1/7/2019 0:00,Organic,1.42,7906.98,247.95,10.14,0,7648.89,7648.89,0,0
Orlando,Weekly,1/13/2019 0:00,Conventional,0.94,654176.29,374090.12,30112.86,5993,243980.31,101455.17,142511.81,13.33
Orlando,Weekly,1/13/2019 0:00,Organic,1.43,8608.27,331.49,9,0,8267.78,8267.78,0,0
Orlando,Weekly,1/20/2019 0:00,Conventional,1.04,539310.68,302314.31,21442.72,5445.38,210108.27,105241.45,104866.82,0
Orlando,Weekly,1/20/2019 0:00,Organic,1.4,6096.55,141.57,2.76,0,5952.22,5952.22,0,0
Orlando,Weekly,1/27/2019 0:00,Conventional,0.93,707494.88,390258.71,28118.73,5290.75,283826.69,126882.63,156940.73,3.33
Orlando,Weekly,1/27/2019 0:00,Organic,1.35,8662.25,202.26,0,0,8459.99,8459.99,0,0
Orlando,Weekly,2/3/2019 0:00,Conventional,0.9,788939.57,434830.46,34113.66,2968.13,317027.32,136269.63,180757.69,0
Orlando,Weekly,2/3/2019 0:00,Organic,1.17,8819.78,158.15,2.75,0,8658.88,8658.88,0,0
Orlando,Weekly,2/10/2019 0:00,Conventional,0.89,658452.81,350839.63,25749.53,5271.13,276592.52,114897.55,161694.97,0
Orlando,Weekly,2/10/2019 0:00,Organic,1.17,7192.51,237.27,4.13,0,6951.11,6951.11,0,0
Orlando,Weekly,2/17/2019 0:00,Conventional,0.92,637957.44,314848.99,25256.27,4259.87,293592.31,112840.02,180732.29,20
Orlando,Weekly,2/17/2019 0:00,Organic,1.16,7393.25,106.87,0,0,7286.38,7286.38,0,0
Orlando,Weekly,2/24/2019 0:00,Conventional,1.04,548028.49,272114.14,18414.98,4041.75,253457.62,119134.19,134316.76,6.67
Orlando,Weekly,2/24/2019 0:00,Organic,1.14,7677.09,89.58,0,0,7587.51,7580.84,6.67,0
Orlando,Weekly,3/3/2019 0:00,Conventional,0.95,682172.8,332050.19,24641.52,4162.13,321318.96,132056.25,189252.71,10
Orlando,Weekly,3/3/2019 0:00,Organic,1.17,8739.08,105.23,2.75,0,8631.1,8631.1,0,0
Orlando,Weekly,3/10/2019 0:00,Conventional,1.06,541244.13,249088.34,17475.16,4355,270325.63,125555.64,144736.65,33.34
Orlando,Weekly,3/10/2019 0:00,Organic,1.13,10775.96,189.29,0,0,10586.67,10586.67,0,0
Orlando,Weekly,3/17/2019 0:00,Conventional,0.93,669193.52,307825.97,21727.2,3915,335725.35,136822.07,198896.61,6.67
Orlando,Weekly,3/17/2019 0:00,Organic,1.16,8654.01,104.01,0,0,8550,8550,0,0
Orlando,Weekly,3/24/2019 0:00,Conventional,1.05,559316.92,255261.02,17017.71,4348.37,282689.82,130012.9,152673.59,3.33
Orlando,Weekly,3/24/2019 0:00,Organic,1.17,8588.96,95.63,0,0,8493.33,8493.33,0,0
Orlando,Weekly,3/31/2019 0:00,Conventional ,0.92,673468.63,342685.07,22839.02,4187,303757.54,112939.99,190804.22,13.33
Orlando,Weekly,3/31/2019 0:00,Organic,1.24,8313.93,104.16,2,0,8207.77,8207.77,0,0
Orlando,Weekly,4/7/2019 0:00,Conventional ,1.04,565077.04,262675.61,18727.22,4133,279541.21,143225.21,136264.74,51.26
Orlando,Weekly,4/7/2019 0:00,Organic,1.25,8998.34,120.49,6.75,0,8871.1,8871.1,0,0
Orlando,Weekly,4/14/2019 0:00,Conventional ,1.25,517604.58,239471.87,16487.35,3828,257817.36,122953.74,134846.95,16.67
Orlando,Weekly,4/14/2019 0:00,Organic,1.37,6596.21,126.36,8.75,0,6461.1,6457.77,3.33,0
Orlando,Weekly,4/21/2019 0:00,Conventional ,1.32,488683.86,207778.9,14588.99,3655.99,262659.98,124266.13,138287.18,106.67
Orlando,Weekly,4/21/2019 0:00,Organic,1.33,3240.87,147.66,1,0,3092.21,3092.21,0,0
Orlando,Weekly,4/28/2019 0:00,Conventional ,1.33,507893.37,237371.82,15390.22,5512.62,249618.71,97313.11,152305.6,0
Orlando,Weekly,4/28/2019 0:00,Organic,1.29,1886.38,144.15,0,0,1742.23,1742.23,0,0
Orlando,Weekly,5/5/2019 0:00,Conventional ,1.35,611333.57,287434.34,18862.04,6979.89,298057.3,100343.29,197704.83,9.18
Orlando,Weekly,5/5/2019 0:00,Organic,1.35,2434.88,112.77,1,0,2321.11,2321.11,0,0
Orlando,Weekly,5/12/2019 0:00,Conventional ,1.28,490215.44,223576.04,13825.09,4202.64,248611.67,128729.76,119875.25,6.66
Orlando,Weekly,5/12/2019 0:00,Organic,1.25,1328.7,252.03,0,0,1076.67,1076.67,0,0
Orlando,Weekly,5/19/2019 0:00,Conventional ,1.37,469780.7,206829.05,13865.19,5075,244011.46,108169.77,135820.42,21.27
Orlando,Weekly,5/19/2019 0:00,Organic,1.53,4719.62,475.43,1,0,4243.19,4243.19,0,0
Orlando,Weekly,5/26/2019 0:00,Conventional ,1.29,489170.39,211365.7,14129.45,4284.42,259390.82,113103.12,146284.37,3.33
Orlando,Weekly,5/26/2019 0:00,Organic,1.21,2490.34,423.09,6.52,0,2060.73,2054.06,6.67,0
Orlando,Weekly,6/2/2019 0:00,Conventional ,1.29,478456.99,197086.55,12516.58,5449.47,263404.39,114267.28,149130.44,6.67
Orlando,Weekly,6/2/2019 0:00,Organic,1.14,2725.45,148.78,0,0,2576.67,2506.67,70,0
Orlando,Weekly,6/9/2019 0:00,Conventional ,1.26,499951.21,212315.59,16258.28,3660.5,267716.84,118471.06,149142.45,103.33
Orlando,Weekly,6/9/2019 0:00,Organic,1.17,2561.08,118.86,0,0,2442.22,2438.89,3.33,0
Orlando,Weekly,6/16/2019 0:00,Conventional ,1.27,488723.36,204640.65,14717.41,3542.13,265823.17,111862.2,153597.64,363.33
Orlando,Weekly,6/16/2019 0:00,Organic,1.33,916.48,115.23,0,0,801.25,801.25,0,0
Orlando,Weekly,7/14/2019 0:00,Conventional ,1.42,424525.68,146489.99,23766.07,12029.76,242239.86,96874.68,130240.1,15125.08
Orlando,Weekly,7/7/2019 0:00,Conventional ,1.45,423633.35,151198.9,23036.12,6641.14,242757.19,121713.44,110956.3,10087.45
Orlando,Weekly,6/30/2019 0:00,Conventional ,1.4,460555.11,160538.66,18050.42,5863.52,276102.51,123504.72,138468.9,14128.89
Orlando,Weekly,6/23/2019 0:00,Conventional ,1.45,451905.37,197664.84,13942.34,3600.76,236697.43,116129.89,117741.97,2825.57
Orlando,Weekly,7/14/2019 0:00,Organic,1.12,13108.48,140.71,0,0,12967.77,12967.77,0,0
Orlando,Weekly,7/7/2019 0:00,Organic,1.17,14260.34,125.9,0,0,14134.44,14134.44,0,0
Orlando,Weekly,6/30/2019 0:00,Organic,1.03,6217.57,163.13,0,0,6054.44,6054.44,0,0
Orlando,Weekly,6/23/2019 0:00,Organic,1.03,2405.23,134.12,0,0,2271.11,2267.78,3.33,0
Orlando,Weekly,7/21/2019 0:00,Conventional ,1.39,433115.22,138899.12,18738.23,12565.77,262912.1,88309.92,138143.14,36459.04
Orlando,Weekly,7/21/2019 0:00,Organic,0.99,6317.89,103.45,0,0,6214.44,6214.44,0,0
Orlando,Weekly,7/28/2019 0:00,Conventional ,1.28,455840.12,151360.98,12345.58,4846,287287.56,112579.43,145284.06,29424.07
Orlando,Weekly,7/28/2019 0:00,Organic,1.75,331.19,152.3,0,0,178.89,178.89,0,0
Orlando,Weekly,8/4/2019 0:00,Conventional ,1.28,465424.49,161285.98,12335.26,3583.17,288220.08,123328.3,142611.24,22280.54
Orlando,Weekly,8/4/2019 0:00,Organic,1.68,464.67,110.35,0,0,354.32,347.65,6.67,0
Orlando,Weekly,8/11/2019 0:00,Conventional ,1.14,419027.19,151752.81,10222.64,3291.74,253760,133242.32,104991.45,15526.23
Orlando,Weekly,8/11/2019 0:00,Organic,1.33,2111.28,152.39,0,0,1958.89,1958.89,0,0
Orlando,Weekly,9/8/2019 0:00,Conventional ,1.07,388706.34,136115.98,9762.5,2818.15,240009.71,121776.13,114794.69,3438.89
Orlando,Weekly,9/1/2019 0:00,Conventional ,1,498031.32,156495.45,12357.66,3075.39,326102.82,212226.61,108293.99,5582.22
Orlando,Weekly,8/25/2019 0:00,Conventional ,1.1,538486.07,204377.13,16671.77,3147.23,314289.94,141175.79,166689.7,6424.45
Orlando,Weekly,8/18/2019 0:00,Conventional ,1.12,448478.1,157009,10455.73,3304.87,277708.5,133244.39,125581.37,18882.74
Orlando,Weekly,9/8/2019 0:00,Organic,1.43,3294.47,77.8,0,0,3216.67,3216.67,0,0
Orlando,Weekly,9/1/2019 0:00,Organic,1.47,4810.3,138.74,3.79,0,4667.77,4634.43,33.34,0
Orlando,Weekly,8/25/2019 0:00,Organic,1.54,3485.31,86.43,0,0,3398.88,3398.88,0,0
Orlando,Weekly,8/18/2019 0:00,Organic,1.13,5626.71,117.81,0,0,5508.9,5502.23,6.67,0
Orlando,Weekly,10/6/2019 0:00,Conventional ,0.95,578809.38,215082.77,15721.98,3295.16,344709.47,125424.9,218861.6,422.97
Orlando,Weekly,9/29/2019 0:00,Conventional ,1.09,523993.43,203404.45,15279.55,2902.93,302406.5,130079.71,172120.98,205.81
Orlando,Weekly,9/22/2019 0:00,Conventional ,1.09,516901.18,178840.85,12774.6,3457,321828.73,138005.27,183601.23,222.23
Orlando,Weekly,9/15/2019 0:00,Conventional ,1.1,561127.36,197554.2,12104.15,2945,348524.01,135884.23,210727.56,1912.22
Orlando,Weekly,10/6/2019 0:00,Organic,1.4,7269.27,156.05,1,0,7112.22,7112.22,0,0
Orlando,Weekly,9/29/2019 0:00,Organic,1.41,6465.78,169.67,2.77,0,6293.34,6293.34,0,0
Orlando,Weekly,9/22/2019 0:00,Organic,1.43,4243.48,86.81,0,0,4156.67,4150,6.67,0
Orlando,Weekly,9/15/2019 0:00,Organic,1.46,4633.84,89.4,0,0,4544.44,4544.44,0,0
Orlando,Weekly,11/3/2019 0:00,Conventional ,0.92,542937.5,213882.84,14623.88,2819.07,311611.71,130990.37,178510.23,2111.11
Orlando,Weekly,10/27/2019 0:00,Conventional ,0.93,559813.45,197672.13,14167.98,2853.15,345120.19,132144.33,212938.27,37.59
Orlando,Weekly,10/20/2019 0:00,Conventional ,0.94,583758.72,215441.92,14095.1,3196.88,351024.82,129270.57,221186.29,567.96
Orlando,Weekly,10/13/2019 0:00,Conventional ,1.07,515870.93,189238.41,13605.89,2969.77,310056.86,127403.21,182438.4,215.25
Orlando,Weekly,11/3/2019 0:00,Organic,1.21,7862.06,100.68,1.38,0,7760,7760,0,0
Orlando,Weekly,10/27/2019 0:00,Organic,1.34,7666,71.55,0,0,7594.45,7594.45,0,0
Orlando,Weekly,10/20/2019 0:00,Organic,1.38,7768.49,137.1,1.39,0,7630,7630,0,0
Orlando,Weekly,10/13/2019 0:00,Organic,1.38,7625.36,121.03,1,0,7503.33,7496.66,6.67,0
Orlando,Weekly,12/1/2019 0:00,Conventional ,0.88,428057,170027,10610,2173,245247,85018,156338,3891
Orlando,Weekly,11/24/2019 0:00,Conventional ,0.92,426644,176175,11056,2497,236916,86673,148058,2186
Orlando,Weekly,11/17/2019 0:00,Conventional ,0.93,495162,185730,10959,2978,295494,107259,187305,930
Orlando,Weekly,11/10/2019 0:00,Conventional ,0.9,562422,194731,12413,3136,352142,147808,199623,4711
Orlando,Weekly,12/1/2019 0:00,Organic,1.15,6992,146,0,0,6847,6847,0,0
Orlando,Weekly,11/24/2019 0:00,Organic,1.22,7236,132,0,0,7104,7104,0,0
Orlando,Weekly,11/17/2019 0:00,Organic,1.22,6170,70,0,0,6100,6100,0,0
Orlando,Weekly,11/10/2019 0:00,Organic,1.22,7202,57,1,0,7144,7144,0,0
Orlando,Weekly,12/29/2019 0:00,Conventional ,0.86,602459.94,231421.89,17099.1,2345.54,351593.41,95024,256526.08,43.33
Orlando,Weekly,12/22/2019 0:00,Conventional ,0.88,477476.7,196763.27,11416.91,2367.77,266928.75,91903.35,172727.63,2297.77
Orlando,Weekly,12/15/2019 0:00,Conventional ,0.89,504318.72,180883.35,11108.47,2717.97,309608.93,94342.88,214009.38,1256.67
Orlando,Weekly,12/8/2019 0:00,Conventional ,0.88,512065.79,196093.16,12093.8,2993.94,300884.89,114958.12,185826.77,100
Orlando,Weekly,12/29/2019 0:00,Organic,1.14,8380.85,92.08,1,0,8287.77,8287.77,0,0
Orlando,Weekly,12/22/2019 0:00,Organic,1.14,7410.4,89.29,0,0,7321.11,7321.11,0,0
Orlando,Weekly,12/15/2019 0:00,Organic,1.13,7294.15,87.48,0,0,7206.67,7206.67,0,0
Orlando,Weekly,12/8/2019 0:00,Organic,1.14,7347,114.78,0,0,7232.22,7232.22,0,0
Orlando,Weekly,1/26/2020 0:00,Conventional ,0.89,724667.83,277791.74,18465.59,4545.4,423865.1,123911.11,299880.65,73.34
Orlando,Weekly,1/19/2020 0:00,Conventional ,0.88,714427.97,295778.56,18589.58,5894.8,394165.03,159019.9,231655.13,3490
Orlando,Weekly,1/12/2020 0:00,Conventional ,0.89,694537.68,271593.6,16784.15,4421.98,401737.95,109844.46,291890.16,3.33
Orlando,Weekly,1/5/2020 0:00,Conventional ,0.87,705584.26,267137.07,17851.1,5212.13,415383.96,120977.82,294391.74,14.4
Orlando,Weekly,1/26/2020 0:00,Organic,1.13,9035.85,108.41,3,0,8924.44,8924.44,0,0
Orlando,Weekly,1/19/2020 0:00,Organic,1.14,9255.2,175.2,0,0,9080,9080,0,0
Orlando,Weekly,1/12/2020 0:00,Organic,1.13,9914.56,124.56,0,0,9790,9790,0,0
Orlando,Weekly,1/5/2020 0:00,Organic,1.14,9328.25,101.58,0,0,9226.67,9226.67,0,0
Philadelphia,Weekly,1/7/2019 0:00,Conventional,1.18,584097.72,36585.57,364439.05,1905.13,181167.97,159963.44,21194.53,10
Philadelphia,Weekly,1/7/2019 0:00,Organic,1.29,35769.15,2637.66,2997.39,0,30134.1,30131.24,2.86,0
Philadelphia,Weekly,1/13/2019 0:00,Conventional,1.01,705215.88,36604.44,391698.99,3899.23,273013.22,254109.71,18903.51,0
Philadelphia,Weekly,1/13/2019 0:00,Organic,1.31,36167.52,2671.32,3229.2,0,30267,30265.58,1.42,0
Philadelphia,Weekly,1/20/2019 0:00,Conventional,1.1,656719.64,37383.05,301122.03,2275.37,315939.19,252502.92,63432.94,3.33
Philadelphia,Weekly,1/20/2019 0:00,Organic,1.37,33247.97,2704.76,3402.6,0,27140.61,27101.06,39.55,0
Philadelphia,Weekly,1/27/2019 0:00,Conventional,1.21,507909.45,36983.57,270752.93,2026.93,198146.02,167146.7,30995.99,3.33
Philadelphia,Weekly,1/27/2019 0:00,Organic,1.22,55521.46,11825.48,11588.33,0,32107.65,31696.82,410.83,0
Philadelphia,Weekly,2/3/2019 0:00,Conventional,1.17,712105.3,42877.14,455466.56,1615.4,212146.2,179800.22,32342.65,3.33
Philadelphia,Weekly,2/3/2019 0:00,Organic,1.4,30433.61,3469.08,2918.58,0,24045.95,23552.62,493.33,0
